,ID,Name,LongName,Parent,Component,Path,Line,Column,EndLine,EndColumn,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,WarningBlocker,WarningCritical,WarningInfo,WarningMajor,WarningMinor,Best Practice Rules,Clone Metric Rules,Code Style Rules,Cohesion Metric Rules,Complexity Metric Rules,Coupling Metric Rules,Design Rules,Documentation Metric Rules,Documentation Rules,Error Prone Rules,Inheritance Metric Rules,Multithreading Rules,Performance Rules,Security Rules,Size Metric Rules,isDefective
40,L2500,ImageViewAware,com.nostra13.universalimageloader.core.imageaware.ImageViewAware,L3667,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\imageaware\ImageViewAware.java,35,1,143,2,0.336134,1,6,2,0.201835,0.328358,22,22,0,2,2,18,3,4,7,8,17,0.714286,0.385321,42,40,5,2,0.385321,42,2,2,0,0,1,67,109,4,10,0,5,9,0,6,2,19,32,2,16,4,67,109,4,10,0,5,9,0,6,2,19,32,2,16,4,0,0,30,1,0,0,17,0,0,0,0,1,11,0,0,0,0,0,0,2,0
41,L3747,NonViewAware,com.nostra13.universalimageloader.core.imageaware.NonViewAware,L3667,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\imageaware\NonViewAware.java,34,1,92,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,13,3,1,1,2,12,0.0909091,0.189655,11,9,1,10,0.189655,11,1,1,0,0,1,47,59,3,5,3,5,10,0,10,2,10,16,0,10,2,47,59,3,5,3,5,10,0,10,2,10,16,0,10,2,0,0,23,0,2,0,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0
42,L3689,ViewAware,com.nostra13.universalimageloader.core.imageaware.ViewAware,L3667,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\imageaware\ViewAware.java,35,1,184,2,0.686217,2,14,4,0.36,0.62069,54,54,1,2,2,30,3,1,6,1,13,0.454545,0.4,58,54,5,6,0.4,58,1,1,1,1,1,87,150,4,5,4,5,12,2,10,4,12,44,2,10,4,87,150,4,5,4,5,12,2,10,4,12,44,2,10,4,0,0,46,0,4,0,29,4,0,0,0,0,13,0,0,0,0,0,0,4,0
43,L4034,ImageLoader$SyncImageLoadingListener,com.nostra13.universalimageloader.core.ImageLoader$SyncImageLoadingListener,L3833,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\ImageLoader.java,750,2,762,3,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,1,1,1,0,2,0.333333,0.375,6,6,1,2,0.375,6,2,2,0,0,1,10,13,1,1,1,1,2,0,2,0,6,2,0,6,0,10,13,1,1,1,1,2,0,2,0,6,2,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
44,L4132,ImageLoaderConfiguration$Builder,com.nostra13.universalimageloader.core.ImageLoaderConfiguration$Builder,L3848,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\ImageLoaderConfiguration.java,149,2,599,3,0.117503,1,9,3,0.0665189,0.103448,30,24,3,2,2,64,13,2,2,11,38,0.962963,0.425743,172,172,26,1,0.425743,172,0,0,0,0,0,232,451,31,0,31,0,27,3,26,0,27,108,3,26,0,232,451,31,0,31,0,27,3,26,0,27,108,3,26,0,0,0,45,0,35,0,17,3,1,0,1,1,15,0,12,0,0,19,0,11,0
45,L4186,ImageLoaderConfiguration$NetworkDeniedImageDownloader,com.nostra13.universalimageloader.core.ImageLoaderConfiguration$NetworkDeniedImageDownloader,L3848,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\ImageLoaderConfiguration.java,608,2,626,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,2,1,1,2,4,0.333333,0.304348,7,7,1,2,0.304348,7,1,1,0,0,1,16,19,1,1,1,1,2,0,2,0,2,4,0,2,0,16,19,1,1,1,1,2,0,2,0,2,4,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
46,L4192,ImageLoaderConfiguration$SlowNetworkImageDownloader,com.nostra13.universalimageloader.core.ImageLoaderConfiguration$SlowNetworkImageDownloader,L3848,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\ImageLoaderConfiguration.java,635,2,654,3,0.0,0,0,0,0.0,0.0,0,0,0,1,1,4,3,1,1,3,5,0.333333,0.291667,7,7,1,2,0.291667,7,1,1,0,0,1,17,20,1,1,1,1,2,0,2,0,2,5,0,2,0,17,20,1,1,1,1,2,0,2,0,2,5,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
47,L4504,PauseOnScrollListener,com.nostra13.universalimageloader.core.listener.PauseOnScrollListener,L4473,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\listener\PauseOnScrollListener.java,34,1,98,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,11,1,1,1,2,6,0.6,0.376812,26,26,3,2,0.376812,26,0,0,0,0,0,43,65,4,0,4,0,4,0,4,0,4,18,0,4,0,43,65,4,0,4,0,4,0,4,0,4,18,0,4,0,0,0,5,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
48,L3853,SimpleImageLoadingListener,com.nostra13.universalimageloader.core.listener.SimpleImageLoadingListener,L4473,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\listener\SimpleImageLoadingListener.java,30,1,50,2,0.0,0,0,0,0.0,0.0,0,0,4,0,0,4,2,9,0,0,4,0.2,0.461538,12,8,1,4,0.461538,12,1,1,6,6,1,14,21,0,0,0,0,4,0,4,0,4,0,0,4,0,14,21,0,0,0,0,4,0,4,0,4,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
49,L4653,LoadAndDisplayImageTask$TaskCancelledException,com.nostra13.universalimageloader.core.LoadAndDisplayImageTask$TaskCancelledException,L3948,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\LoadAndDisplayImageTask.java,470,2,471,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.777778,7,7,1,0,0.777778,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
50,L5064,ComplexImageActivity,com.nostra13.example.universalimageloader.activity.ComplexImageActivity,L5059,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\activity\ComplexImageActivity.java,31,1,94,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,3,1,1,0,1,3,0.333333,0.15,3,3,1,2,0.0545455,3,0,0,0,0,0,17,24,2,0,2,0,2,0,2,0,2,7,0,2,0,52,64,4,3,4,3,6,0,5,0,6,19,0,5,0,0,0,18,0,2,0,0,2,0,0,0,0,18,0,0,0,0,0,0,0,0
51,L5145,HomeActivity,com.nostra13.example.universalimageloader.activity.HomeActivity,L5059,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\activity\HomeActivity.java,39,1,113,2,0.0,0,0,0,0.0,0.0,0,0,7,1,1,9,8,1,0,2,10,0.125,0.0625,3,3,1,7,0.0441176,3,0,0,0,0,0,45,55,1,0,1,0,8,0,7,0,8,22,0,7,0,65,75,1,0,1,0,9,0,8,0,9,34,0,8,0,0,1,25,0,2,1,0,0,1,0,0,0,24,0,1,0,0,1,0,0,0
52,L5165,SimpleImageActivity,com.nostra13.example.universalimageloader.activity.SimpleImageActivity,L5059,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\activity\SimpleImageActivity.java,31,1,80,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,5,3,0,0,1,0.5,0.0588235,3,3,1,1,0.0588235,3,0,0,0,0,0,48,50,0,0,0,0,1,0,1,0,1,33,0,1,0,48,50,0,0,0,0,1,0,1,0,1,33,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
53,L5249,Constants$Config,com.nostra13.example.universalimageloader.Constants$Config,L5245,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\Constants.java,166,2,168,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0
54,L5252,Constants$Extra,com.nostra13.example.universalimageloader.Constants$Extra,L5245,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\Constants.java,170,2,173,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,4,4,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0
55,L5263,AbsListViewBaseFragment,com.nostra13.example.universalimageloader.fragment.AbsListViewBaseFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\AbsListViewBaseFragment.java,31,1,86,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,7,6,4,2,3,8,0.25,0.06,3,3,1,3,0.06,3,1,1,2,2,1,47,56,6,0,5,0,5,0,3,0,8,23,0,6,0,47,56,6,0,5,0,5,0,3,0,8,23,0,6,0,0,0,14,0,1,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0
56,L5265,BaseFragment,com.nostra13.example.universalimageloader.fragment.BaseFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\BaseFragment.java,29,1,58,2,0.0,0,0,0,0.0,0.0,0,0,3,1,1,5,1,5,5,3,6,0.25,0.107143,3,3,1,3,0.107143,3,0,0,3,5,0,25,30,1,0,1,0,3,0,3,0,3,10,0,3,0,25,30,1,0,1,0,3,0,3,0,3,10,0,3,0,0,0,10,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0
57,L5230,ImageGalleryFragment,com.nostra13.example.universalimageloader.fragment.ImageGalleryFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGalleryFragment.java,38,1,117,2,0.247148,1,1,1,0.175,0.2,14,13,3,0,0,3,7,4,1,4,7,0.333333,0.0810811,3,3,1,2,0.0441176,3,1,1,0,0,1,34,43,4,0,3,0,3,1,2,0,6,11,1,5,0,65,80,5,4,4,4,9,1,7,0,12,21,1,10,0,0,0,43,0,3,0,11,2,1,0,0,1,27,0,0,0,0,0,0,4,0
58,L5130,ImageGridFragment,com.nostra13.example.universalimageloader.fragment.ImageGridFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageGridFragment.java,40,1,147,2,0.176152,1,1,1,0.12963,0.144444,14,13,2,0,0,2,5,4,0,4,6,0.333333,0.1,3,3,1,2,0.0322581,3,2,2,0,0,1,27,35,9,0,3,0,2,1,2,0,10,7,1,8,0,90,108,12,4,6,4,12,1,11,0,24,29,1,21,0,0,0,57,0,5,0,9,4,2,0,0,1,42,0,0,0,0,0,0,4,0
59,L5124,ImageListFragment,com.nostra13.example.universalimageloader.fragment.ImageListFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImageListFragment.java,45,1,155,2,0.0,0,0,0,0.0,0.0,0,0,3,0,0,3,7,4,0,5,8,0.25,0.0857143,3,3,1,3,0.0322581,3,2,2,0,0,1,32,42,9,0,3,0,3,1,3,0,11,9,1,9,0,90,111,14,4,8,4,10,1,9,0,22,32,1,19,0,0,0,40,0,7,0,0,5,1,0,0,2,35,0,0,0,0,0,0,4,0
60,L5221,ImagePagerFragment,com.nostra13.example.universalimageloader.fragment.ImagePagerFragment,L5255,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\fragment\ImagePagerFragment.java,41,1,154,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,7,5,0,5,7,0.333333,0.1,3,3,1,2,0.0309278,3,1,1,0,0,1,27,34,4,0,3,0,2,1,2,0,5,7,1,5,0,94,114,5,1,4,1,12,1,11,0,19,35,1,18,0,0,0,40,1,4,1,0,2,3,0,0,1,33,1,0,0,0,0,0,4,0
61,L5725,UILWidgetProvider,com.nostra13.example.universalimageloader.widget.UILWidgetProvider,L5722,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\sample\src\com\nostra13\example\universalimageloader\widget\UILWidgetProvider.java,38,1,78,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,6,0,0,4,6,0.5,0.193548,6,5,1,1,0.146341,6,0,0,0,0,0,25,31,1,0,1,0,2,0,1,0,2,11,0,1,0,35,41,1,0,1,0,4,0,3,0,12,15,0,11,0,0,0,17,0,1,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0
62,L192,BaseDiscCache,com.nostra13.universalimageloader.cache.disc.impl.BaseDiscCache,L187,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\BaseDiscCache.java,38,1,189,2,0.0,0,0,0,0.0,0.0,0,0,2,2,2,29,5,2,10,4,18,0.285714,0.171429,24,22,4,10,0.171429,24,2,2,2,2,1,116,152,11,2,11,2,14,3,13,3,14,52,3,13,3,116,152,11,2,11,2,14,3,13,3,14,52,3,13,3,0,2,30,1,1,0,0,1,1,0,0,1,23,0,0,0,0,2,0,6,0
63,L1045,LimitedAgeDiscCache,com.nostra13.universalimageloader.cache.disc.impl.LimitedAgeDiscCache,L187,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\LimitedAgeDiscCache.java,36,1,127,2,0.0,0,0,0,0.0,0.0,0,0,1,3,2,14,5,0,0,8,17,0.444444,0.275862,24,23,4,5,0.275862,24,3,3,0,0,1,63,92,13,2,2,0,9,0,8,0,23,32,3,21,3,63,92,13,2,2,0,9,0,8,0,23,32,3,21,3,0,0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0
64,L1117,UnlimitedDiscCache,com.nostra13.universalimageloader.cache.disc.impl.UnlimitedDiscCache,L187,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\impl\UnlimitedDiscCache.java,29,1,52,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3,2,1,1,3,6,1.0,0.62069,18,18,4,0,0.62069,18,3,3,0,0,1,11,24,11,2,0,0,3,0,3,0,17,3,3,16,3,11,24,11,2,0,0,3,0,3,0,17,3,3,16,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
65,L1140,HashCodeFileNameGenerator,com.nostra13.universalimageloader.cache.disc.naming.HashCodeFileNameGenerator,L1132,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\naming\HashCodeFileNameGenerator.java,24,1,29,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,1,0,0,1,0.5,0.5,6,6,1,1,0.5,6,1,1,0,0,1,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
66,L1149,Md5FileNameGenerator,com.nostra13.universalimageloader.cache.disc.naming.Md5FileNameGenerator,L1132,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\disc\naming\Md5FileNameGenerator.java,30,1,53,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,3,2,1,0,1,3,0.5,0.25,7,6,1,1,0.25,7,1,1,0,0,1,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,21,24,2,1,2,1,2,0,1,0,2,10,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
67,L1252,FIFOLimitedMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.FIFOLimitedMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\FIFOLimitedMemoryCache.java,37,1,84,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,9,2,0,0,5,12,0.2,0.2,10,10,1,4,0.2,10,4,4,0,0,1,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,40,48,7,2,1,1,7,0,4,0,17,14,0,13,0,0,0,18,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0
68,L1315,FuzzyKeyMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.FuzzyKeyMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\FuzzyKeyMemoryCache.java,34,1,81,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,9,2,1,1,5,11,0.142857,0.2,10,9,1,6,0.2,10,2,2,0,0,1,40,48,2,0,2,0,6,0,6,0,6,15,0,6,0,40,48,2,0,2,0,6,0,6,0,6,15,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
69,L1351,LargestLimitedMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.LargestLimitedMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\LargestLimitedMemoryCache.java,40,1,109,2,0.411483,1,4,1,0.314286,0.37931,22,22,2,3,3,12,2,0,0,5,12,0.2,0.216216,16,16,1,4,0.216216,16,4,4,0,0,1,58,70,7,2,1,1,7,0,4,0,17,27,0,13,0,58,70,7,2,1,1,7,0,4,0,17,27,0,13,0,0,0,30,0,0,0,12,0,1,0,0,0,17,0,0,0,0,0,0,0,0
70,L1392,LimitedAgeMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.LimitedAgeMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\LimitedAgeMemoryCache.java,35,1,88,2,0.0,0,0,0,0.0,0.0,0,0,1,1,1,9,2,0,0,5,11,0.285714,0.259259,14,13,2,5,0.259259,14,2,2,0,0,1,40,54,3,0,3,0,6,0,6,0,6,16,0,6,0,40,54,3,0,3,0,6,0,6,0,6,16,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
71,L1419,LRULimitedMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.LRULimitedMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\LRULimitedMemoryCache.java,39,1,103,2,0.0,0,0,0,0.0,0.0,0,0,2,1,1,10,2,0,0,5,13,0.333333,0.19697,13,12,2,4,0.19697,13,4,4,0,0,1,53,65,9,2,3,1,8,0,5,0,18,21,0,14,0,53,65,9,2,3,1,8,0,5,0,18,21,0,14,0,0,0,18,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0
72,L1459,LruMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.LruMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\LruMemoryCache.java,22,1,144,2,0.0,0,0,0,0.0,0.0,0,0,1,2,2,23,1,1,1,0,9,0.625,0.247863,29,28,5,3,0.247863,29,2,2,0,0,1,88,123,3,0,3,0,9,0,7,0,9,44,0,7,0,88,123,3,0,3,0,9,0,7,0,9,44,0,7,0,0,3,17,1,2,1,0,1,0,0,0,3,17,0,0,0,1,0,0,0,0
73,L1507,UsingFreqLimitedMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.UsingFreqLimitedMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\UsingFreqLimitedMemoryCache.java,40,1,122,2,0.345382,1,4,1,0.26506,0.318841,22,22,2,3,3,15,2,0,0,5,13,0.166667,0.197674,17,16,1,5,0.197674,17,4,4,0,0,1,69,83,7,2,1,1,8,0,5,0,18,33,0,14,0,69,83,7,2,1,1,8,0,5,0,18,33,0,14,0,0,0,32,0,0,0,12,0,1,0,0,0,19,0,0,0,0,0,0,0,0
74,L1527,WeakMemoryCache,com.nostra13.universalimageloader.cache.memory.impl.WeakMemoryCache,L1242,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\cache\memory\impl\WeakMemoryCache.java,32,1,37,2,0.0,0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,1.0,0.571429,8,8,1,0,0.571429,8,3,3,0,0,1,6,6,1,0,0,0,1,0,0,0,6,1,0,5,0,6,6,1,0,0,0,1,0,0,0,6,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
75,L1867,LIFOLinkedBlockingDeque<T extends Object>,com.nostra13.universalimageloader.core.assist.deque.LIFOLinkedBlockingDeque,L1667,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LIFOLinkedBlockingDeque.java,11,1,47,2,0.0,0,0,0,0.0,0.0,0,0,2,0,0,2,1,1,0,2,4,1.0,0.725,29,29,3,0,0.725,29,3,3,0,0,1,11,37,9,2,1,0,2,0,2,0,58,2,0,51,0,11,37,9,2,1,0,2,0,2,0,58,2,0,51,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
76,L1870,LinkedBlockingDeque<E extends Object>,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque,L1667,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\assist\deque\LinkedBlockingDeque.java,46,1,1169,2,0.387836,8,48,16,0.211744,0.371567,238,230,3,3,3,120,4,4,3,1,57,0.7,0.421109,395,380,35,15,0.413534,440,2,2,1,1,1,543,992,8,2,8,2,56,0,49,0,56,367,0,49,0,624,1124,14,2,14,2,69,0,52,0,81,410,0,58,0,0,8,196,0,98,4,111,88,3,1,0,8,74,0,5,0,0,1,0,7,0
77,L2476,ImageSizeTest$TestImageView,com.nostra13.universalimageloader.core.assist.ImageSizeTest$TestImageView,L2458,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\test\com\nostra13\universalimageloader\core\assist\ImageSizeTest.java,168,2,177,3,0.0,0,0,0,0.0,0.0,0,0,1,0,0,2,0,1,1,0,2,0.5,0.1,1,1,1,1,0.1,1,0,0,0,0,0,9,10,0,0,0,0,2,0,1,0,2,2,0,1,0,9,10,0,0,0,0,2,0,1,0,2,2,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
78,L2610,BaseImageDecoder$ExifInfo,com.nostra13.universalimageloader.core.decode.BaseImageDecoder$ExifInfo,L2543,L103,C:\Users\domco\Desktop\DP\repos\Android-Universal-Image-Loader\library\src\com\nostra13\universalimageloader\core\decode\BaseImageDecoder.java,219,2,233,3,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,2,2,0,2,0.0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,12,15,2,0,2,0,2,2,0,0,2,4,2,0,0,12,15,2,0,2,0,2,2,0,0,2,4,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0
